zip,city,city_fuel_use_diesel_min,city_fuel_use_diesel_avg,city_fuel_use_diesel_max,city_fuel_use_gas_min,city_fuel_use_gas_avg,city_fuel_use_gas_max
76036,Burleson,500,1867105,17677000,5700,8639455,50183000
76036,Crowley,500,1867105,17677000,5700,8639455,50183000
76036,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76039,Euless,15000,6140762,24965900,126000,30594511,120869200
76039,Bedford,500,1867105,17677000,5700,8639455,50183000
76039,Irving,3326700,21391354,66583900,16458100,102122208,304385500
76039,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76039,Colleyville,500,1867105,17677000,5700,8639455,50183000
76039,Grapevine,500,1867105,17677000,5700,8639455,50183000
76040,Euless,15000,6140762,24965900,126000,30594511,120869200
76040,Bedford,500,1867105,17677000,5700,8639455,50183000
76040,Arlington,3326700,21391354,66583900,16458100,102122208,304385500
76040,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76040,Hurst,500,1867105,17677000,5700,8639455,50183000
76043,Glen Rose,100,133072,8231400,100,293292,20595700
76044,Cleburne,500,1867105,17677000,5700,8639455,50183000
76044,Godley,100,133072,8231400,100,293292,20595700
76048,Brazos Bend,100,133072,8231400,100,293292,20595700
76048,DeCordova,6500,567772,6102500,14200,1794055,14663400
76048,Granbury,6500,567772,6102500,14200,1794055,14663400
76049,Brazos Bend,100,133072,8231400,100,293292,20595700
76049,DeCordova,6500,567772,6102500,14200,1794055,14663400
76049,Granbury,6500,567772,6102500,14200,1794055,14663400
76049,Cresson,100,133072,8231400,100,293292,20595700
76050,Grandview,100,133072,8231400,100,293292,20595700
76051,Euless,15000,6140762,24965900,126000,30594511,120869200
76051,Bedford,500,1867105,17677000,5700,8639455,50183000
76051,Southlake,500,1867105,17677000,5700,8639455,50183000
76051,Flower Mound,15000,6140762,24965900,126000,30594511,120869200
76051,Irving,3326700,21391354,66583900,16458100,102122208,304385500
76051,Coppell,500,1867105,17677000,5700,8639455,50183000
76051,Colleyville,500,1867105,17677000,5700,8639455,50183000
76051,Grapevine,500,1867105,17677000,5700,8639455,50183000
76051,Lewisville,15000,6140762,24965900,126000,30594511,120869200
76052,Haslet,100,133072,8231400,100,293292,20595700
76052,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76052,Rhome,100,133072,8231400,100,293292,20595700
76053,Euless,15000,6140762,24965900,126000,30594511,120869200
76053,Bedford,500,1867105,17677000,5700,8639455,50183000
76053,Richland Hills,6500,567772,6102500,14200,1794055,14663400
76053,North Richland Hills,15000,6140762,24965900,126000,30594511,120869200
76053,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76053,Hurst,500,1867105,17677000,5700,8639455,50183000
76054,Bedford,500,1867105,17677000,5700,8639455,50183000
76054,North Richland Hills,15000,6140762,24965900,126000,30594511,120869200
76054,Hurst,500,1867105,17677000,5700,8639455,50183000
76054,Colleyville,500,1867105,17677000,5700,8639455,50183000
76055,Itasca,200,207870,6368200,700,480152,6502800
76058,Burleson,500,1867105,17677000,5700,8639455,50183000
76058,Joshua,6500,567772,6102500,14200,1794055,14663400
76058,Cleburne,500,1867105,17677000,5700,8639455,50183000
76059,Keene,6500,567772,6102500,14200,1794055,14663400
76060,Arlington,3326700,21391354,66583900,16458100,102122208,304385500
76060,Kennedale,6500,567772,6102500,14200,1794055,14663400
76060,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76063,Grand Prairie,3326700,21391354,66583900,16458100,102122208,304385500
76063,Arlington,3326700,21391354,66583900,16458100,102122208,304385500
76063,Mansfield,15000,6140762,24965900,126000,30594511,120869200
76064,Maypearl,100,133072,8231400,100,293292,20595700
76065,Grand Prairie,3326700,21391354,66583900,16458100,102122208,304385500
76065,Venus,6500,567772,6102500,14200,1794055,14663400
76065,Cedar Hill,500,1867105,17677000,5700,8639455,50183000
76065,Mansfield,15000,6140762,24965900,126000,30594511,120869200
76065,Ovilla,6500,567772,6102500,14200,1794055,14663400
76065,Waxahachie,500,1867105,17677000,5700,8639455,50183000
76065,Midlothian,500,1867105,17677000,5700,8639455,50183000
76066,Cool,100,133072,8231400,100,293292,20595700
76066,Millsap,100,133072,8231400,100,293292,20595700
76067,Mineral Wells,500,1867105,17677000,5700,8639455,50183000
76071,Newark,100,133072,8231400,100,293292,20595700
76071,Rhome,100,133072,8231400,100,293292,20595700
76073,Paradise,100,133072,8231400,100,293292,20595700
76077,Glen Rose,100,133072,8231400,100,293292,20595700
76078,Newark,100,133072,8231400,100,293292,20595700
76078,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76078,Aurora,100,133072,8231400,100,293292,20595700
76078,Rhome,100,133072,8231400,100,293292,20595700
76078,New Fairview,100,133072,8231400,100,293292,20595700
76082,Reno,6500,567772,6102500,14200,1794055,14663400
76082,Sanctuary,100,133072,8231400,100,293292,20595700
76082,Springtown,6500,567772,6102500,14200,1794055,14663400
76084,Grand Prairie,3326700,21391354,66583900,16458100,102122208,304385500
76084,Venus,6500,567772,6102500,14200,1794055,14663400
76084,Mansfield,15000,6140762,24965900,126000,30594511,120869200
76084,Midlothian,500,1867105,17677000,5700,8639455,50183000
76085,Hudson Oaks,100,133072,8231400,100,293292,20595700
76085,Willow Park,6500,567772,6102500,14200,1794055,14663400
76085,Weatherford,500,1867105,17677000,5700,8639455,50183000
76086,Hudson Oaks,100,133072,8231400,100,293292,20595700
76086,Annetta North,100,133072,8231400,100,293292,20595700
76086,Weatherford,500,1867105,17677000,5700,8639455,50183000
76087,Hudson Oaks,100,133072,8231400,100,293292,20595700
76087,Annetta North,100,133072,8231400,100,293292,20595700
76087,Weatherford,500,1867105,17677000,5700,8639455,50183000
76088,Cool,100,133072,8231400,100,293292,20595700
76088,Mineral Wells,500,1867105,17677000,5700,8639455,50183000
76088,Weatherford,500,1867105,17677000,5700,8639455,50183000
76092,Southlake,500,1867105,17677000,5700,8639455,50183000
76092,Keller,500,1867105,17677000,5700,8639455,50183000
76092,Trophy Club,6500,567772,6102500,14200,1794055,14663400
76092,Westlake,100,133072,8231400,100,293292,20595700
76092,Colleyville,500,1867105,17677000,5700,8639455,50183000
76092,Grapevine,500,1867105,17677000,5700,8639455,50183000
76093,Rio Vista,100,133072,8231400,100,293292,20595700
76102,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76103,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76104,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76105,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76106,Saginaw,500,1867105,17677000,5700,8639455,50183000
76106,Sansom Park,6500,567772,6102500,14200,1794055,14663400
76106,Lake Worth,6500,567772,6102500,14200,1794055,14663400
76106,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76107,Westover Hills,100,133072,8231400,100,293292,20595700
76107,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76108,White Settlement,500,1867105,17677000,5700,8639455,50183000
76108,Lakeside,100,133072,8231400,100,293292,20595700
76108,Westworth Village,6500,567772,6102500,14200,1794055,14663400
76108,Willow Park,6500,567772,6102500,14200,1794055,14663400
76108,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76109,Benbrook,500,1867105,17677000,5700,8639455,50183000
76109,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76110,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76111,Haltom City,500,1867105,17677000,5700,8639455,50183000
76111,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76112,Arlington,3326700,21391354,66583900,16458100,102122208,304385500
76112,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76114,White Settlement,500,1867105,17677000,5700,8639455,50183000
76114,Sansom Park,6500,567772,6102500,14200,1794055,14663400
76114,Westover Hills,100,133072,8231400,100,293292,20595700
76114,Lake Worth,6500,567772,6102500,14200,1794055,14663400
76114,Westworth Village,6500,567772,6102500,14200,1794055,14663400
76114,River Oaks,6500,567772,6102500,14200,1794055,14663400
76114,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76115,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76116,Benbrook,500,1867105,17677000,5700,8639455,50183000
76116,White Settlement,500,1867105,17677000,5700,8639455,50183000
76116,Westover Hills,100,133072,8231400,100,293292,20595700
76116,Westworth Village,6500,567772,6102500,14200,1794055,14663400
76116,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76117,Richland Hills,6500,567772,6102500,14200,1794055,14663400
76117,North Richland Hills,15000,6140762,24965900,126000,30594511,120869200
76117,Haltom City,500,1867105,17677000,5700,8639455,50183000
76117,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76118,Richland Hills,6500,567772,6102500,14200,1794055,14663400
76118,North Richland Hills,15000,6140762,24965900,126000,30594511,120869200
76118,Haltom City,500,1867105,17677000,5700,8639455,50183000
76118,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76118,Hurst,500,1867105,17677000,5700,8639455,50183000
76119,Arlington,3326700,21391354,66583900,16458100,102122208,304385500
76119,Forest Hill,500,1867105,17677000,5700,8639455,50183000
76119,Kennedale,6500,567772,6102500,14200,1794055,14663400
76119,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76120,Arlington,3326700,21391354,66583900,16458100,102122208,304385500
76120,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76123,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76126,Benbrook,500,1867105,17677000,5700,8639455,50183000
76126,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76127,Westworth Village,6500,567772,6102500,14200,1794055,14663400
76127,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76129,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76131,Haslet,100,133072,8231400,100,293292,20595700
76131,Blue Mound,6500,567772,6102500,14200,1794055,14663400
76131,Saginaw,500,1867105,17677000,5700,8639455,50183000
76131,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76132,Benbrook,500,1867105,17677000,5700,8639455,50183000
76132,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76133,Edgecliff Village,6500,567772,6102500,14200,1794055,14663400
76133,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76134,Edgecliff Village,6500,567772,6102500,14200,1794055,14663400
76134,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76135,Grand Prairie,3326700,21391354,66583900,16458100,102122208,304385500
76135,Azle,500,1867105,17677000,5700,8639455,50183000
76135,Lakeside,100,133072,8231400,100,293292,20595700
76135,Lake Worth,6500,567772,6102500,14200,1794055,14663400
76135,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76137,Watauga,500,1867105,17677000,5700,8639455,50183000
76137,Haltom City,500,1867105,17677000,5700,8639455,50183000
76137,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76140,Everman,6500,567772,6102500,14200,1794055,14663400
76140,Forest Hill,500,1867105,17677000,5700,8639455,50183000
76140,Kennedale,6500,567772,6102500,14200,1794055,14663400
76140,Crowley,500,1867105,17677000,5700,8639455,50183000
76140,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76148,Watauga,500,1867105,17677000,5700,8639455,50183000
76148,North Richland Hills,15000,6140762,24965900,126000,30594511,120869200
76148,Haltom City,500,1867105,17677000,5700,8639455,50183000
76148,Keller,500,1867105,17677000,5700,8639455,50183000
76148,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76155,Grand Prairie,3326700,21391354,66583900,16458100,102122208,304385500
76155,Euless,15000,6140762,24965900,126000,30594511,120869200
76155,Arlington,3326700,21391354,66583900,16458100,102122208,304385500
76155,Irving,3326700,21391354,66583900,16458100,102122208,304385500
76155,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76164,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76177,Haslet,100,133072,8231400,100,293292,20595700
76177,Northlake,100,133072,8231400,100,293292,20595700
76177,Westlake,100,133072,8231400,100,293292,20595700
76177,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76179,Newark,100,133072,8231400,100,293292,20595700
76179,Saginaw,500,1867105,17677000,5700,8639455,50183000
76179,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76180,Watauga,500,1867105,17677000,5700,8639455,50183000
76180,Richland Hills,6500,567772,6102500,14200,1794055,14663400
76180,North Richland Hills,15000,6140762,24965900,126000,30594511,120869200
76180,Haltom City,500,1867105,17677000,5700,8639455,50183000
76180,Hurst,500,1867105,17677000,5700,8639455,50183000
76182,Watauga,500,1867105,17677000,5700,8639455,50183000
76182,North Richland Hills,15000,6140762,24965900,126000,30594511,120869200
76182,Keller,500,1867105,17677000,5700,8639455,50183000
76182,Hurst,500,1867105,17677000,5700,8639455,50183000
76182,Colleyville,500,1867105,17677000,5700,8639455,50183000
76201,Denton,15000,6140762,24965900,126000,30594511,120869200
76205,Denton,15000,6140762,24965900,126000,30594511,120869200
76207,Northlake,100,133072,8231400,100,293292,20595700
76207,Denton,15000,6140762,24965900,126000,30594511,120869200
76208,Lake Dallas,6500,567772,6102500,14200,1794055,14663400
76208,Shady Shores,6500,567772,6102500,14200,1794055,14663400
76208,Corinth,500,1867105,17677000,5700,8639455,50183000
76208,Denton,15000,6140762,24965900,126000,30594511,120869200
76209,Denton,15000,6140762,24965900,126000,30594511,120869200
76210,Hickory Creek,6500,567772,6102500,14200,1794055,14663400
76210,Corinth,500,1867105,17677000,5700,8639455,50183000
76210,Denton,15000,6140762,24965900,126000,30594511,120869200
76225,Alvord,100,133072,8231400,100,293292,20595700
76226,Corral City,100,133072,8231400,100,293292,20595700
76226,Northlake,100,133072,8231400,100,293292,20595700
76226,Argyle,6500,567772,6102500,14200,1794055,14663400
76226,Double Oak,6500,567772,6102500,14200,1794055,14663400
76226,Highland Village,500,1867105,17677000,5700,8639455,50183000
76226,Flower Mound,15000,6140762,24965900,126000,30594511,120869200
76226,Copper Canyon,100,133072,8231400,100,293292,20595700
76226,Bartonville,100,133072,8231400,100,293292,20595700
76226,Denton,15000,6140762,24965900,126000,30594511,120869200
76227,Oak Point,6500,567772,6102500,14200,1794055,14663400
76227,Cross Roads,100,133072,8231400,100,293292,20595700
76227,Aubrey,6500,567772,6102500,14200,1794055,14663400
76227,Little Elm,500,1867105,17677000,5700,8639455,50183000
76227,Providence Village,6500,567772,6102500,14200,1794055,14663400
76227,Krugerville,100,133072,8231400,100,293292,20595700
76227,Lincoln Park,100,133072,8231400,100,293292,20595700
76227,Denton,15000,6140762,24965900,126000,30594511,120869200
76227,Prosper,500,1867105,17677000,5700,8639455,50183000
76228,Bellevue,100,133072,8231400,100,293292,20595700
76230,Bowie,6500,567772,6102500,14200,1794055,14663400
76233,Collinsville,100,133072,8231400,100,293292,20595700
76233,Gunter,100,133072,8231400,100,293292,20595700
76234,Decatur,6500,567772,6102500,14200,1794055,14663400
76234,Boyd,100,133072,8231400,100,293292,20595700
76234,Paradise,100,133072,8231400,100,293292,20595700
76234,Rhome,100,133072,8231400,100,293292,20595700
76234,New Fairview,100,133072,8231400,100,293292,20595700
76240,Oak Ridge,100,133072,8231400,100,293292,20595700
76240,Gainesville,500,1867105,17677000,5700,8639455,50183000
76240,Callisburg,100,133072,8231400,100,293292,20595700
76240,Lindsay,100,133072,8231400,100,293292,20595700
76240,Valley View,100,133072,8231400,100,293292,20595700
76244,Watauga,500,1867105,17677000,5700,8639455,50183000
76244,Keller,500,1867105,17677000,5700,8639455,50183000
76244,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76247,Corral City,100,133072,8231400,100,293292,20595700
76247,Northlake,100,133072,8231400,100,293292,20595700
76247,Justin,6500,567772,6102500,14200,1794055,14663400
76247,Argyle,6500,567772,6102500,14200,1794055,14663400
76247,DISH,100,133072,8231400,100,293292,20595700
76247,Ponder,100,133072,8231400,100,293292,20595700
76247,Flower Mound,15000,6140762,24965900,126000,30594511,120869200
76247,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76247,New Fairview,100,133072,8231400,100,293292,20595700
76247,Denton,15000,6140762,24965900,126000,30594511,120869200
76248,Watauga,500,1867105,17677000,5700,8639455,50183000
76248,North Richland Hills,15000,6140762,24965900,126000,30594511,120869200
76248,Southlake,500,1867105,17677000,5700,8639455,50183000
76248,Keller,500,1867105,17677000,5700,8639455,50183000
76248,Westlake,100,133072,8231400,100,293292,20595700
76248,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76248,Colleyville,500,1867105,17677000,5700,8639455,50183000
76249,Krum,6500,567772,6102500,14200,1794055,14663400
76249,Denton,15000,6140762,24965900,126000,30594511,120869200
76250,Lindsay,100,133072,8231400,100,293292,20595700
76252,Muenster,100,133072,8231400,100,293292,20595700
76252,Lindsay,100,133072,8231400,100,293292,20595700
76255,Nocona,6500,567772,6102500,14200,1794055,14663400
76258,Aubrey,6500,567772,6102500,14200,1794055,14663400
76258,Pilot Point,6500,567772,6102500,14200,1794055,14663400
76258,Gunter,100,133072,8231400,100,293292,20595700
76258,Denton,15000,6140762,24965900,126000,30594511,120869200
76258,Celina,6500,567772,6102500,14200,1794055,14663400
76259,Ponder,100,133072,8231400,100,293292,20595700
76259,Krum,6500,567772,6102500,14200,1794055,14663400
76259,Denton,15000,6140762,24965900,126000,30594511,120869200
76262,Northlake,100,133072,8231400,100,293292,20595700
76262,Roanoke,6500,567772,6102500,14200,1794055,14663400
76262,Southlake,500,1867105,17677000,5700,8639455,50183000
76262,Keller,500,1867105,17677000,5700,8639455,50183000
76262,Trophy Club,6500,567772,6102500,14200,1794055,14663400
76262,Flower Mound,15000,6140762,24965900,126000,30594511,120869200
76262,Westlake,100,133072,8231400,100,293292,20595700
76262,Fort Worth,15590900,84478117,202027300,78575400,396409075,1025258100
76264,Sadler,100,133072,8231400,100,293292,20595700
76265,St. Jo,100,133072,8231400,100,293292,20595700
76266,Sanger,6500,567772,6102500,14200,1794055,14663400
76266,Valley View,100,133072,8231400,100,293292,20595700
76266,Denton,15000,6140762,24965900,126000,30594511,120869200
76268,Southmayd,100,133072,8231400,100,293292,20595700
76271,Tioga,100,133072,8231400,100,293292,20595700
76271,Gunter,100,133072,8231400,100,293292,20595700
76272,Sanger,6500,567772,6102500,14200,1794055,14663400
76272,Valley View,100,133072,8231400,100,293292,20595700
76273,Whitesboro,6500,567772,6102500,14200,1794055,14663400
76273,Southmayd,100,133072,8231400,100,293292,20595700
76273,Sadler,100,133072,8231400,100,293292,20595700
76301,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76302,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76305,Petrolia,100,133072,8231400,100,293292,20595700
76305,Jolly,100,133072,8231400,100,293292,20595700
76305,Pleasant Valley,100,133072,8231400,100,293292,20595700
76305,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76305,Burkburnett,500,1867105,17677000,5700,8639455,50183000
76305,Cashion Community,100,133072,8231400,100,293292,20595700
76305,Dean,100,133072,8231400,100,293292,20595700
76306,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76308,Lakeside City,100,133072,8231400,100,293292,20595700
76308,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76309,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76310,Lakeside City,100,133072,8231400,100,293292,20595700
76310,Jolly,100,133072,8231400,100,293292,20595700
76310,Holliday,100,133072,8231400,100,293292,20595700
76310,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76311,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76354,Burkburnett,500,1867105,17677000,5700,8639455,50183000
76357,Petrolia,100,133072,8231400,100,293292,20595700
76357,Byers,100,133072,8231400,100,293292,20595700
76360,Holliday,100,133072,8231400,100,293292,20595700
76360,Electra,6500,567772,6102500,14200,1794055,14663400
76363,Munday,100,133072,8231400,100,293292,20595700
76363,Goree,100,133072,8231400,100,293292,20595700
76364,Electra,6500,567772,6102500,14200,1794055,14663400
76365,Scotland,100,133072,8231400,100,293292,20595700
76365,Henrietta,6500,567772,6102500,14200,1794055,14663400
76366,Holliday,100,133072,8231400,100,293292,20595700
76367,Pleasant Valley,100,133072,8231400,100,293292,20595700
76367,Wichita Falls,15000,6140762,24965900,126000,30594511,120869200
76367,Iowa Park,6500,567772,6102500,14200,1794055,14663400
76367,Burkburnett,500,1867105,17677000,5700,8639455,50183000
76371,Munday,100,133072,8231400,100,293292,20595700
76372,Newcastle,100,133072,8231400,100,293292,20595700
76374,Olney,6500,567772,6102500,14200,1794055,14663400
76374,Megargel,100,133072,8231400,100,293292,20595700
76377,Petrolia,100,133072,8231400,100,293292,20595700
76379,Scotland,100,133072,8231400,100,293292,20595700
76379,Archer City,100,133072,8231400,100,293292,20595700
76380,Seymour,100,133072,8231400,100,293292,20595700
76384,Vernon,500,1867105,17677000,5700,8639455,50183000
76388,Weinert,100,133072,8231400,100,293292,20595700
76389,Windthorst,100,133072,8231400,100,293292,20595700
76389,Archer City,100,133072,8231400,100,293292,20595700
76401,Stephenville,500,1867105,17677000,5700,8639455,50183000
76402,Stephenville,500,1867105,17677000,5700,8639455,50183000
76424,Breckenridge,6500,567772,6102500,14200,1794055,14663400
76424,Albany,100,133072,8231400,100,293292,20595700
76426,Runaway Bay,100,133072,8231400,100,293292,20595700
76426,Bridgeport,6500,567772,6102500,14200,1794055,14663400
76426,Lake Bridgeport,100,133072,8231400,100,293292,20595700
76427,Bryson,100,133072,8231400,100,293292,20595700
76430,Albany,100,133072,8231400,100,293292,20595700
76431,Chico,100,133072,8231400,100,293292,20595700
76432,Blanket,100,133072,8231400,100,293292,20595700
76435,Carbon,100,133072,8231400,100,293292,20595700
76437,Cisco,6500,567772,6102500,14200,1794055,14663400
76437,Cross Plains,100,133072,8231400,100,293292,20595700
76442,Comanche,6500,567772,6102500,14200,1794055,14663400
76443,Cross Plains,100,133072,8231400,100,293292,20595700
76444,De Leon,100,133072,8231400,100,293292,20595700
76446,Dublin,6500,567772,6102500,14200,1794055,14663400
76448,Eastland,6500,567772,6102500,14200,1794055,14663400
76449,Graford,100,133072,8231400,100,293292,20595700
76450,Graham,6500,567772,6102500,14200,1794055,14663400
76453,Gordon,100,133072,8231400,100,293292,20595700
76454,Gorman,100,133072,8231400,100,293292,20595700
76455,Gustine,100,133072,8231400,100,293292,20595700
76457,Hico,100,133072,8231400,100,293292,20595700
76458,Jacksboro,6500,567772,6102500,14200,1794055,14663400
76462,Lipan,100,133072,8231400,100,293292,20595700
76463,Mingus,100,133072,8231400,100,293292,20595700
76463,Gordon,100,133072,8231400,100,293292,20595700
76464,Moran,100,133072,8231400,100,293292,20595700
76469,Putnam,100,133072,8231400,100,293292,20595700
76470,Ranger,6500,567772,6102500,14200,1794055,14663400
76471,Rising Star,100,133072,8231400,100,293292,20595700
76475,Mingus,100,133072,8231400,100,293292,20595700
76475,Strawn,100,133072,8231400,100,293292,20595700
76476,Tolar,100,133072,8231400,100,293292,20595700
76483,Throckmorton,100,133072,8231400,100,293292,20595700
76491,Woodson,100,133072,8231400,100,293292,20595700
76501,Troy,200,207870,6368200,700,480152,6502800
76501,Temple,1516200,7913503,24149500,9092100,33786023,110227100
76502,Belton,108700,1932928,9413100,658200,8339321,44226000
76502,Little River-Academy,200,207870,6368200,700,480152,6502800
76502,Temple,1516200,7913503,24149500,9092100,33786023,110227100
76504,Temple,1516200,7913503,24149500,9092100,33786023,110227100
76508,Temple,1516200,7913503,24149500,9092100,33786023,110227100
76511,Bartlett,200,207870,6368200,700,480152,6502800
76513,Belton,108700,1932928,9413100,658200,8339321,44226000
76513,Harker Heights,108700,1932928,9413100,658200,8339321,44226000
76513,Salado,200,207870,6368200,700,480152,6502800
76513,Temple,1516200,7913503,24149500,9092100,33786023,110227100
76513,Morgan's Point Resort,3700,619803,5187400,8000,2105975,15610200
76513,Nolanville,3700,619803,5187400,8000,2105975,15610200
76518,Buckholts,200,207870,6368200,700,480152,6502800
76520,Cameron,3700,619803,5187400,8000,2105975,15610200
76522,Kempner,100,133072,8231400,100,293292,20595700
76522,Copperas Cove,108700,1932928,9413100,658200,8339321,44226000
76524,Bruceville-Eddy,200,207870,6368200,700,480152,6502800
76525,Evant,200,207870,6368200,700,480152,6502800
76527,Florence,200,207870,6368200,700,480152,6502800
76527,Georgetown,1516200,7913503,24149500,9092100,33786023,110227100
76528,Gatesville,108700,1932928,9413100,658200,8339321,44226000
76528,South Mountain,200,207870,6368200,700,480152,6502800
76530,Granger,200,207870,6368200,700,480152,6502800
76531,Hamilton,6500,567772,6102500,14200,1794055,14663400
76534,Holland,200,207870,6368200,700,480152,6502800
76537,Jarrell,200,207870,6368200,700,480152,6502800
76539,Kempner,100,133072,8231400,100,293292,20595700
76539,Copperas Cove,108700,1932928,9413100,658200,8339321,44226000
76541,Killeen,1516200,7913503,24149500,9092100,33786023,110227100
76542,Harker Heights,108700,1932928,9413100,658200,8339321,44226000
76542,Killeen,1516200,7913503,24149500,9092100,33786023,110227100
76543,Harker Heights,108700,1932928,9413100,658200,8339321,44226000
76543,Killeen,1516200,7913503,24149500,9092100,33786023,110227100
76544,Killeen,1516200,7913503,24149500,9092100,33786023,110227100
76544,Copperas Cove,108700,1932928,9413100,658200,8339321,44226000
76548,Harker Heights,108700,1932928,9413100,658200,8339321,44226000
76548,Killeen,1516200,7913503,24149500,9092100,33786023,110227100
76548,Nolanville,3700,619803,5187400,8000,2105975,15610200
76549,Killeen,1516200,7913503,24149500,9092100,33786023,110227100
76549,Copperas Cove,108700,1932928,9413100,658200,8339321,44226000
76550,Lampasas,6500,567772,6102500,14200,1794055,14663400
76554,Little River-Academy,200,207870,6368200,700,480152,6502800
76556,Milano,200,207870,6368200,700,480152,6502800
76557,Temple,1516200,7913503,24149500,9092100,33786023,110227100
76557,Moody,200,207870,6368200,700,480152,6502800
76559,Nolanville,3700,619803,5187400,8000,2105975,15610200
76561,McGregor,3700,619803,5187400,8000,2105975,15610200
76561,Oglesby,200,207870,6368200,700,480152,6502800
76567,Rockdale,3700,619803,5187400,8000,2105975,15610200
76569,Rogers,200,207870,6368200,700,480152,6502800
76570,Rosebud,200,207870,6368200,700,480152,6502800
76571,Belton,108700,1932928,9413100,658200,8339321,44226000
76571,Salado,200,207870,6368200,700,480152,6502800
76571,Killeen,1516200,7913503,24149500,9092100,33786023,110227100
76574,Taylor,108700,1932928,9413100,658200,8339321,44226000
76574,Hutto,108700,1932928,9413100,658200,8339321,44226000
76577,Thorndale,200,207870,6368200,700,480152,6502800
76578,Thorndale,200,207870,6368200,700,480152,6502800
76578,Thrall,200,207870,6368200,700,480152,6502800
76579,Troy,200,207870,6368200,700,480152,6502800
76579,Temple,1516200,7913503,24149500,9092100,33786023,110227100
76596,Gatesville,108700,1932928,9413100,658200,8339321,44226000
76599,Gatesville,108700,1932928,9413100,658200,8339321,44226000
76621,Abbott,200,207870,6368200,700,480152,6502800
76622,Aquilla,200,207870,6368200,700,480152,6502800
76624,Hallsburg,200,207870,6368200,700,480152,6502800
76624,Leroy,200,207870,6368200,700,480152,6502800
76626,Blooming Grove,100,133072,8231400,100,293292,20595700
76627,Blum,200,207870,6368200,700,480152,6502800
76629,Bremond,200,207870,6368200,700,480152,6502800
76630,Lorena,200,207870,6368200,700,480152,6502800
76630,Bruceville-Eddy,200,207870,6368200,700,480152,6502800
76631,Bynum,200,207870,6368200,700,480152,6502800
76632,Golinda,200,207870,6368200,700,480152,6502800
76633,Waco,1516200,7913503,24149500,9092100,33786023,110227100
76633,Gholson,200,207870,6368200,700,480152,6502800
