city,state_abbr,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class
Lake,MS,276.87821210000004,518.6720338,12.0,122.0,1205.0,11.0,1456.0,2020291.0,174761.0,Normal,Normal
Lake,PA,5089.170245,9388.612919,101.0,767.0,9049.0,55.0,7437.0,17247845.0,892632.0,Normal,Normal
Lake Andes,SD,248.61883199999997,441.88161060000004,16.0,293.0,2952.0,0.0,0.0,3195513.0,0.0,Normal,Normal
Lake Angelus,MI,1544.847999,2716.446586,3.0,21.0,222.0,5.0,754.0,289648.0,90519.0,Normal,Normal
Lake Arrowhead,WI,219.8625256,442.9867914,37.0,220.0,1949.0,33.0,4892.0,2109912.0,587232.0,Normal,Normal
Lake Arthur,NM,666.3964166000002,885.1500612,3.0,25.0,261.0,2.0,392.0,553431.0,47025.0,Normal,Normal
Lake Barrington,IL,59436.24326,110429.6723,113.0,1003.0,11491.0,498.0,82550.0,19590735.0,9909530.0,High,Very High
Lake Benton,MN,5648.415683,8486.718092000001,42.0,396.0,4038.0,32.0,4455.0,4370046.0,534846.0,Normal,Normal
Lake Bluff,IL,83495.32974,142835.8548,105.0,1270.0,14545.0,399.0,54559.0,24798377.0,6549377.0,High,High
Lake Bronson,MN,2587.466993,3076.586988,7.0,127.0,1484.0,0.0,5.0,1605683.0,582.0,Normal,Normal
Lake Camelot,WI,219.8625256,442.9867914,11.0,66.0,585.0,10.0,1467.0,632866.0,176140.0,Normal,Normal
Lake Charles,LA,6221.92,10168.81,42.0,2047.0,17419.0,47.0,7021.0,27794928.0,842786.0,High,Normal
Lake City,AR,7514.211025,12076.76428,25.0,187.0,2298.0,78.0,12003.0,3666828.0,1440889.0,Normal,Normal
Lake City,CO,6395.596673,9287.776018,26.0,194.0,2084.0,0.0,0.0,3651117.0,2.0,Normal,Normal
Lake City,IA,17422.1481,46736.1317,55.0,427.0,4674.0,132.0,22428.0,5058576.0,2692303.0,Normal,Normal
Lake City,MI,4043.953125,6484.54018,33.0,250.0,2101.0,65.0,10033.0,2742343.0,1204407.0,Normal,Normal
Lake City,MN,21137.2616,52024.463039999995,128.0,901.0,9069.0,203.0,35368.0,9816448.0,4245703.0,Normal,High
Lake City,TN,10136.20378,16285.296669999998,66.0,582.0,5149.0,47.0,5989.0,8631075.0,718935.0,Normal,Normal
Lake City,TX,72.85249743,159.85100409999995,4.0,48.0,571.0,6.0,874.0,764878.0,104957.0,Normal,Normal
Lake Como,NJ,8476.746723999999,15031.79289,52.0,673.0,5750.0,323.0,30913.0,11080817.0,3710822.0,Normal,High
Lake Crystal,MN,2939.55025,5008.068534,57.0,443.0,4468.0,28.0,4545.0,4836505.0,545635.0,Normal,Normal
Lake Dallas,TX,20527.25325,30122.211539999997,85.0,1151.0,13717.0,84.0,12661.0,18367510.0,1519806.0,High,Normal
Lake Delton,WI,36686.27145,63947.661739999996,145.0,2459.0,21805.0,747.0,7021.0,28461402.0,842786.0,High,Normal
Lake Elmo,MN,55234.83908,98371.26058,145.0,2865.0,28872.0,47.0,7021.0,31249597.0,842786.0,High,Normal
Lake Elsinore,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,101605.0,6139039.0,12196987.0,Normal,Very High
Lake Fenton,MI,21701.41255,37517.27686000001,78.0,804.0,6765.0,219.0,33580.0,8830002.0,4031085.0,Normal,High
Lake Forest,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lake Forest,IL,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lake Forest Park,WA,81371.7435,162458.0375,171.0,1776.0,19223.0,350.0,41728.0,23710155.0,5009161.0,High,High
Lake Geneva,WI,39747.669630000004,82610.28005,262.0,3153.0,28034.0,688.0,116339.0,36591855.0,13965649.0,High,Very High
Lake George,MN,1697.5378449999994,3181.730397,5.0,53.0,460.0,0.0,0.0,498048.0,0.0,Normal,Normal
Lake Hallie,WI,31552.61616,59813.31122,116.0,2357.0,23253.0,476.0,75534.0,25168726.0,9067247.0,High,Very High
Lake Havasu City,AZ,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lake Isabella,MI,3166.844965,7874.123719,23.0,156.0,1311.0,63.0,9615.0,1711755.0,1154197.0,Normal,Normal
Lake Jackson,TX,6221.92,10168.81,42.0,417.0,4199.0,706.0,108951.0,6139039.0,13078823.0,Normal,Very High
Lake Koshkonong,WI,3539.2551479999997,8739.751763,22.0,465.0,4033.0,34.0,5875.0,6875765.0,705200.0,Normal,Normal
Lake Leelanau,MI,1436.879093,2247.958771,16.0,200.0,1682.0,0.0,0.0,2194790.0,0.0,Normal,Normal
Lake Lillian,MN,437.00926219999997,540.9377592000002,8.0,45.0,453.0,0.0,1.0,489876.0,132.0,Normal,Normal
Lake Linden,MI,931.1815955,1596.313435,26.0,215.0,1388.0,37.0,5720.0,1811330.0,686607.0,Normal,Normal
Lake Luzerne,NY,44904.002089999994,76491.13501,86.0,483.0,4592.0,0.0,0.0,8267574.0,12.0,Normal,Normal
Lake Michigan Beach,MI,897.2012159,2068.6624269999998,22.0,240.0,2444.0,62.0,9446.0,4166136.0,1133942.0,Normal,Normal
Lake Mills,IA,7388.048392000002,11921.94963,72.0,326.0,3570.0,163.0,25452.0,3864461.0,3055348.0,Normal,High
Lake Mills,WI,13791.034609999999,21580.776830000006,134.0,1345.0,11591.0,323.0,54609.0,19762230.0,6555435.0,High,High
Lake Nebagamon,WI,4519.444168,7276.741058,15.0,87.0,736.0,26.0,4015.0,796459.0,481960.0,Normal,Normal
Lake Norden,SD,3307.65463,6096.915891,9.0,102.0,1125.0,16.0,2822.0,1217392.0,338793.0,Normal,Normal
Lake Odessa,MI,3100.682991,4003.1610969999997,78.0,503.0,4230.0,157.0,23999.0,5521662.0,2880869.0,Normal,Normal
Lake Orion,MI,6158.447292,11402.74683,93.0,830.0,8628.0,264.0,40539.0,11261135.0,4866447.0,Normal,High
Lake Oswego,OR,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lake Park,IA,852.9779062999999,1381.826485,26.0,110.0,1199.0,86.0,13515.0,1298106.0,1622417.0,Normal,Normal
Lake Park,MN,1422.016325,1877.251722,14.0,171.0,1809.0,0.0,1.0,1958395.0,63.0,Normal,Normal
Lake Pleasant,NY,25400.90149,40819.8359,18.0,219.0,2080.0,0.0,0.0,3745759.0,0.0,Normal,Normal
Lake Preston,SD,627.8106278,893.6958407999997,31.0,393.0,6476.0,41.0,7015.0,7009340.0,842042.0,Normal,Normal
Lake Providence,LA,18434.316759999998,43747.628730000004,85.0,1942.0,24060.0,132.0,16658.0,38390787.0,1999636.0,High,Normal
Lake Providence,MS,18434.316759999998,43747.628730000004,85.0,1942.0,24060.0,132.0,16658.0,38390787.0,1999636.0,High,Normal
Lake Ripley,WI,3982.6518899999996,7737.390420000002,14.0,71.0,614.0,19.0,3171.0,801435.0,380620.0,Normal,Normal
Lake Sherwood,WI,219.8625256,442.9867914,8.0,48.0,423.0,7.0,1062.0,458123.0,127505.0,Normal,Normal
Lake Shore,MN,7843.517056999999,12925.368359999999,18.0,116.0,1249.0,30.0,5048.0,1351658.0,605928.0,Normal,Normal
Lake St. Croix Beach,MN,1038.1017570000001,1895.529714,13.0,79.0,798.0,31.0,5142.0,863257.0,617287.0,Normal,Normal
Lake Station,IN,53875.15204,83488.79346,155.0,1993.0,16891.0,559.0,93748.0,28797583.0,11253808.0,High,Very High
Lake Stevens,WA,77972.87164,138834.8327,282.0,3487.0,40603.0,627.0,74708.0,50080879.0,8968153.0,Very High,Very High
Lake Tomahawk,WI,213.0469156,610.5774365,9.0,119.0,1280.0,30.0,4964.0,1670277.0,595883.0,Normal,Normal
Lake View,IA,4008.9767479999996,7031.728746,47.0,240.0,2626.0,82.0,13942.0,2842405.0,1673674.0,Normal,Normal
Lake Villa,IL,32856.8895,59541.94942999999,129.0,1193.0,13663.0,642.0,104710.0,23294076.0,12569649.0,High,Very High
Lake Wazeecha,WI,2133.767809,4456.2374009999985,26.0,182.0,1627.0,51.0,7527.0,2123950.0,903520.0,Normal,Normal
Lake Wilson,MN,1553.116997,1858.9643239999998,16.0,127.0,1283.0,0.0,0.0,1388725.0,2.0,Normal,Normal
Lake Wisconsin,WI,19753.5142,38723.15391,47.0,311.0,2766.0,124.0,21042.0,3610476.0,2525928.0,Normal,Normal
Lake Wissota,WI,12789.56567,25543.07744,37.0,915.0,9027.0,63.0,9415.0,9770178.0,1130232.0,Normal,Normal
Lake Worth,TX,10833.381809999999,19706.339340000002,109.0,1819.0,21681.0,144.0,21589.0,29030358.0,2591575.0,High,Normal
Lake in the Hills,IL,6221.92,10168.81,299.0,2392.0,27397.0,47.0,7021.0,46709022.0,842786.0,High,Normal
Lakefield,MN,6615.416561,11517.136209999999,56.0,1982.0,20878.0,0.0,7.0,22597145.0,805.0,High,Normal
Lakehurst,NJ,11373.29803,18586.23659,48.0,642.0,5489.0,293.0,28052.0,10577773.0,3367407.0,Normal,High
Lakeland,MN,3804.499629,6680.313147999997,49.0,289.0,2910.0,113.0,18760.0,3149330.0,2251982.0,Normal,Normal
Lakeland,TN,46904.03099,77293.95577999999,106.0,1767.0,17922.0,228.0,29259.0,30042076.0,3512319.0,High,High
Lakeland,WI,1268.166543,2226.771049,49.0,289.0,2910.0,113.0,18760.0,3149330.0,2251982.0,Normal,Normal
Lakeland Shores,MN,958.6467826999999,1494.682984,8.0,49.0,491.0,19.0,3168.0,531833.0,380296.0,Normal,Normal
Lakeland Shores,WI,958.6467826999999,1494.682984,8.0,49.0,491.0,19.0,3168.0,531833.0,380296.0,Normal,Normal
Lakemoor,IL,11998.36182,19398.66129,84.0,536.0,6138.0,238.0,39431.0,10463860.0,4733370.0,Normal,High
Lakemore,OH,2713.0573600000002,5587.775749,64.0,775.0,7689.0,130.0,26595.0,13108901.0,3192519.0,Normal,High
Lakeport,CA,29451.56103,67099.38771,119.0,2745.0,14799.0,393.0,47452.0,19816342.0,5696253.0,High,High
Lakeport,TX,3179.16383,5266.815193,22.0,506.0,6035.0,28.0,4193.0,12804411.0,503286.0,Normal,Normal
Lakes of the North,MI,2139.224612,5577.568331,16.0,143.0,1199.0,0.0,0.0,1564669.0,0.0,Normal,Normal
Lakeside,CO,6763.1851769999985,12770.77417,24.0,761.0,8270.0,86.0,15757.0,14491535.0,1891481.0,Normal,Normal
Lakeside,IA,298.7792224,737.8172437000003,8.0,104.0,1136.0,24.0,3921.0,1229875.0,470690.0,Normal,Normal
Lakeside,OR,5011.839617000001,7618.214649,26.0,299.0,3273.0,33.0,3550.0,4036540.0,426103.0,Normal,Normal
Lakeside,TX,458.1836277,1022.7417550000001,14.0,252.0,3005.0,20.0,3053.0,4023446.0,366555.0,Normal,Normal
Lakeside City,TX,892.2670198999997,1930.0496260000002,10.0,158.0,1883.0,8.0,1202.0,2521323.0,144330.0,Normal,Normal
Lakeside Park,KY,3895.9823909999996,7673.921493000003,31.0,315.0,4099.0,57.0,7794.0,6989038.0,935566.0,Normal,Normal
Laketown,UT,343.4375113,517.4851377,5.0,30.0,338.0,11.0,1464.0,417210.0,175701.0,Normal,Normal
Lakeview,AR,1403.762952,2607.251959,23.0,181.0,2198.0,0.0,1.0,3506504.0,133.0,Normal,Normal
Lakeview,MI,2732.2644530000002,3375.733549,61.0,714.0,5995.0,45.0,6936.0,7825225.0,832649.0,Normal,Normal
Lakeview,OH,2613.290662,3697.449119,33.0,228.0,2540.0,42.0,7652.0,4330250.0,918544.0,Normal,Normal
Lakeview,OR,5105.6579329999995,9687.078671,78.0,891.0,9714.0,0.0,0.0,11981173.0,0.0,Normal,Normal
Lakeville,IN,1070.342152,1689.1482260000002,37.0,236.0,2309.0,152.0,25497.0,3936867.0,3060742.0,Normal,High
Lakeville,MA,6221.92,10168.81,258.0,417.0,39798.0,851.0,101425.0,43191100.0,12175289.0,Very High,Very High
Lakeville,MN,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lakeway,TX,6221.92,10168.81,296.0,417.0,4199.0,538.0,80602.0,6139039.0,9675712.0,Normal,Very High
Lakewood,CA,6221.92,10168.81,42.0,417.0,4199.0,838.0,98153.0,6139039.0,11782609.0,Normal,Very High
Lakewood,CO,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lakewood,IL,13671.21756,23487.84284,42.0,250.0,2863.0,157.0,25977.0,4880935.0,3118353.0,Normal,High
Lakewood,NJ,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lakewood,OH,6221.92,10168.81,42.0,417.0,42615.0,47.0,7021.0,72653450.0,842786.0,Very High,Normal
Lakewood,WA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lakewood,WI,1314.059817,2381.3164420000007,23.0,180.0,1933.0,96.0,15831.0,2523159.0,1900436.0,Normal,Normal
Lakewood Club,MI,60.12296964,124.9574314,7.0,56.0,474.0,0.0,0.0,618270.0,0.0,Normal,Normal
Lakewood Village,TX,311.1735995,739.6059682,6.0,67.0,803.0,6.0,846.0,1075623.0,101525.0,Normal,Normal
Lakin,KS,12935.500740000001,36574.17308,49.0,1454.0,11832.0,65.0,9797.0,21306442.0,1176025.0,High,Normal
Lakota,IA,805.0652225,1033.9727599999999,11.0,57.0,623.0,22.0,3417.0,674216.0,410209.0,Normal,Normal
Lamar,AR,6491.344839,11962.46804,12.0,132.0,1634.0,29.0,4405.0,2607104.0,528729.0,Normal,Normal
Lamar,CO,27650.700539999998,58985.75356000001,169.0,2613.0,18450.0,367.0,78384.0,32329826.0,9409464.0,High,Very High
Lamar,OK,99.15842577,188.3805582,3.0,36.0,479.0,5.0,693.0,1016081.0,83190.0,Normal,Normal
Lambert,MS,890.9049744999999,1177.566847,21.0,166.0,2088.0,0.0,0.0,3499841.0,0.0,Normal,Normal
Lamberton,MN,728.2795531,1167.7832740000001,30.0,269.0,2224.0,0.0,12.0,2406846.0,1467.0,Normal,Normal
Lambertville,MI,35998.791489999996,64633.13364,166.0,2106.0,18282.0,356.0,54514.0,23863029.0,6544047.0,High,High
Lambertville,NJ,7706.398936,13396.589390000001,169.0,2188.0,18699.0,47.0,7021.0,36036440.0,842786.0,High,Normal
Lambertville,OH,11999.59716,21544.37788,166.0,2106.0,18282.0,356.0,54514.0,23863029.0,6544047.0,High,High
Lambertville,PA,7706.398936,13396.589390000001,169.0,2188.0,18699.0,47.0,7021.0,36036440.0,842786.0,High,Normal
Lamesa,TX,25976.24712,52895.24676,144.0,1797.0,21419.0,134.0,20131.0,28680660.0,2416561.0,High,Normal
Lamoine,ME,3204.055309,6203.492503,20.0,748.0,5942.0,0.0,0.0,6448893.0,0.0,Normal,Normal
Lamoni,IA,6629.572273,10483.00975,88.0,495.0,5418.0,161.0,25168.0,5864572.0,3021193.0,Normal,High
Lamont,IA,704.7178230000003,1027.813255,19.0,83.0,905.0,30.0,4677.0,979897.0,561394.0,Normal,Normal
Lampasas,TX,27524.24881,61763.1906,223.0,2653.0,31615.0,242.0,36300.0,42332634.0,4357500.0,Very High,High
Lanark,IL,4247.551781,6922.191370999999,40.0,196.0,2241.0,105.0,17467.0,3821185.0,2096800.0,Normal,Normal
Lancaster,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lancaster,KS,49.70750035,65.57136866,3.0,26.0,263.0,4.0,507.0,473020.0,60842.0,Normal,Normal
Lancaster,KY,1919.4904609999999,3009.790309,85.0,882.0,9433.0,141.0,18097.0,15813177.0,2172457.0,Normal,Normal
Lancaster,MA,6221.92,164309.73,120.0,2019.0,13606.0,508.0,59033.0,14765960.0,7086461.0,High,High
Lancaster,MN,737.4459688,868.0506481000001,8.0,151.0,1759.0,0.0,6.0,1903907.0,691.0,Normal,Normal
Lancaster,NH,67865.47782999999,161455.1064,121.0,1407.0,9744.0,0.0,0.0,10574414.0,0.0,Normal,Normal
Lancaster,NY,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lancaster,OH,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lancaster,TX,6221.92,10168.81,42.0,417.0,4199.0,792.0,118719.0,6139039.0,14251363.0,Normal,Very High
Lancaster,VT,45243.65189,107636.7376,121.0,1407.0,9744.0,0.0,0.0,10574414.0,0.0,Normal,Normal
Lancaster,WI,19997.51054,49458.510480000004,106.0,1073.0,9539.0,416.0,61216.0,12451229.0,7348563.0,Normal,High
Lander,WY,14735.750390000001,29430.15046,188.0,3803.0,41106.0,47.0,7021.0,50700623.0,842786.0,Very High,Normal
Landfall,MN,367.81856760000005,451.0972869,4.0,94.0,950.0,32.0,5352.0,1028031.0,642494.0,Normal,Normal
Landisburg,PA,92.16336227,129.8388088,3.0,12.0,142.0,0.0,0.0,273774.0,0.0,Normal,Normal
Lane,KS,225.69275530000004,372.36990249999997,2.0,63.0,595.0,3.0,444.0,1071572.0,53298.0,Normal,Normal
Lanesboro,IA,2704.988719,7044.027512000002,117.25,695.5,7612.0,261.75,44502.25,8238312.5,5342174.75,Normal,High
Lanesboro,MN,4732.536863,8727.99211,45.0,414.0,3723.0,0.0,28.0,4029445.0,3366.0,Normal,Normal
Lanesboro,PA,437.00926219999997,540.9377592000002,6.0,44.0,437.0,0.0,0.0,841359.0,0.0,Normal,Normal
Lanesborough,MA,6221.92,10168.81,76.0,2399.0,16148.0,188.0,21072.0,17524613.0,2529503.0,High,Normal
Lanesville,IN,401.2647926,655.2231002,27.0,233.0,2612.0,6.0,866.0,4453505.0,103938.0,Normal,Normal
Langdon,ND,16786.546580000002,42038.09728,84.0,2438.0,31115.0,161.0,29707.0,33677825.0,3566164.0,Very High,High
Langdon,NH,5809.3483369999985,9535.259604,4.0,41.0,283.0,0.0,0.0,307228.0,0.0,Normal,Normal
Langford,SD,1226.739434,1293.535167,2.0,33.0,430.0,0.0,0.0,465187.0,0.0,Normal,Normal
Langhorne,PA,7441.623831,13577.421269999999,54.0,355.0,3495.0,128.0,15446.0,6734849.0,1854165.0,Normal,Normal
Langhorne Manor,PA,1150.995136,2412.07918,20.0,132.0,1298.0,47.0,5736.0,2501245.0,688615.0,Normal,Normal
Langley,OK,20093.58912,30801.126930000002,14.0,147.0,1930.0,0.0,0.0,4094821.0,0.0,Normal,Normal
Langston,OK,1573.652677,2717.74804,4.0,32.0,425.0,6.0,814.0,901094.0,97771.0,Normal,Normal
Lankin,ND,1123.885597,929.2613564999999,3.0,41.0,521.0,3.0,498.0,564268.0,59752.0,Normal,Normal
Lannon,WI,9642.762925,12736.824129999999,57.0,429.0,3699.0,166.0,25742.0,6306867.0,3090093.0,Normal,High
Lansdowne,PA,22657.7063,33653.97504,176.0,900.0,8863.0,401.0,48583.0,17080612.0,5831974.0,Normal,High
Lansford,ND,1030.352939,1186.957954,3.0,47.0,532.0,1.0,222.0,576307.0,26669.0,Normal,Normal
Lansing,IA,4720.488906000001,7051.014673999999,39.0,678.0,7420.0,210.0,34505.0,8031114.0,4142092.0,Normal,High
Lansing,KS,25327.821219999998,49525.68821,83.0,1357.0,13528.0,272.0,37679.0,24361713.0,4523067.0,High,High
Lansing,MI,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lansing,MN,270.50345960000004,557.7628272999998,2.0,36.0,362.0,4.0,629.0,391637.0,75534.0,Normal,Normal
Lansing,NY,6221.92,10168.81,213.0,3062.0,28752.0,47.0,7021.0,51770088.0,842786.0,High,Normal
Laona,WI,3396.9752729999996,5251.804575,17.0,243.0,2603.0,55.0,9005.0,3397280.0,1081041.0,Normal,Normal
Lapeer,NY,205.8279645,444.65943960000004,4.0,101.0,956.0,0.0,6.0,1720909.0,758.0,Normal,Normal
Lapel,IN,1379.887595,1875.5559850000002,25.0,163.0,1843.0,19.0,2640.0,3141641.0,316875.0,Normal,Normal
Laporte,PA,290.6071052,602.8898895,7.0,37.0,367.0,0.0,0.0,706269.0,0.0,Normal,Normal
Lapwai,ID,1363.0356960000001,1321.711616,19.0,106.0,1190.0,25.0,3336.0,1467287.0,400439.0,Normal,Normal
Laramie,WY,66299.00614,134631.9443,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Larchwood,IA,1430.38941,2021.4680239999998,26.0,127.0,1393.0,43.0,7184.0,1508255.0,862375.0,Normal,Normal
Laredo,TX,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Larimore,ND,1034.546883,1592.537182,25.0,453.0,5780.0,0.0,19.0,6255888.0,2268.0,Normal,Normal
Larkspur,CO,990.0027197000001,1757.7283929999999,12.0,147.0,1289.0,20.0,3501.0,2258823.0,420272.0,Normal,Normal
Larksville,PA,34888.99042,60314.886329999994,55.0,247.0,2469.0,143.0,20898.0,4758825.0,2508708.0,Normal,Normal
Larned,KS,27980.126780000002,77039.48725,102.0,1999.0,17221.0,237.0,32343.0,31012484.0,3882527.0,High,High
Larrabee,IA,290.3123399,285.7034386,8.0,41.0,453.0,15.0,2528.0,490109.0,303437.0,Normal,Normal
Larwill,IN,261.1625687,394.51398900000004,4.0,19.0,185.0,6.0,984.0,315524.0,118166.0,Normal,Normal
Las Animas,CO,3455.614297,4951.279691,32.0,356.0,2827.0,51.0,10891.0,4953745.0,1307430.0,Normal,Normal
Las Cruces,NM,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Las Vegas,NM,46278.37444,113886.0546,248.0,3647.0,37515.0,47.0,7021.0,48181591.0,842786.0,Very High,Normal
Las Vegas,NV,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Latah,WA,26.37442591,57.36197099,5.0,30.0,351.0,15.0,1797.0,432917.0,215719.0,Normal,Normal
Latham,IL,225.75803109999998,163.4844745,3.0,27.0,309.0,34.0,4459.0,315690.0,535314.0,Normal,Normal
Lathrop,CA,6221.92,10168.81,99.0,417.0,41900.0,735.0,88800.0,56104868.0,10659787.0,Very High,Very High
Lathrup Village,MI,20668.44731,40538.7414,225.0,3055.0,31753.0,47.0,7021.0,41445016.0,842786.0,Very High,Normal
Latimer,IA,90.92873479,179.5809351,20.0,109.0,1190.0,34.0,5609.0,1288042.0,673370.0,Normal,Normal
Latimore,PA,10304.064559999999,15177.886369999998,55.0,340.0,3528.0,393.0,49005.0,6799403.0,5882645.0,Normal,High
Latty,OH,99.4150007,131.1427373,2.0,12.0,122.0,1.0,151.0,208473.0,18178.0,Normal,Normal
Lauderdale,MN,3148.519294,6776.694381,20.0,143.0,1445.0,54.0,8900.0,1563774.0,1068396.0,Normal,Normal
Lauderdale Lakes,WI,1642.592934,3508.201527,12.0,93.0,803.0,15.0,2513.0,1368537.0,301647.0,Normal,Normal
Laura,OH,171.2783805,319.7460445,16.0,99.0,1106.0,15.0,2606.0,1885352.0,312773.0,Normal,Normal
Laurel,DE,8363.907871,11271.01046,146.0,1660.0,16514.0,0.0,0.0,31825666.0,0.0,High,Normal
Laurel,IA,285.3316415,487.5147377,9.0,39.0,424.0,13.0,2104.0,432880.0,252610.0,Normal,Normal
Laurel,MD,73605.41167999999,146178.3821,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Laurel,MS,6221.92,10168.81,42.0,417.0,4199.0,849.0,111680.0,6139039.0,13406374.0,Normal,Very High
Laurel,MT,12370.48042,21514.03715,92.0,1042.0,9323.0,380.0,52079.0,11499244.0,6251692.0,Normal,High
Laurel,NE,2883.042445,3838.291954,45.0,942.0,12074.0,46.0,7995.0,13067984.0,959718.0,High,Normal
Laurel Run,PA,72.85249743,159.85100409999995,21.0,388.0,4660.0,52.0,6753.0,8980939.0,810700.0,Normal,Normal
Laurel Springs,NJ,5101.572833,9839.202278,36.0,326.0,2276.0,196.0,20128.0,4386592.0,2416167.0,Normal,Normal
Laureldale,PA,13566.49741,20083.12312,90.0,323.0,3360.0,267.0,32756.0,6475071.0,3932133.0,Normal,High
Laurelville,OH,702.5310176,1365.7527400000001,22.0,132.0,1299.0,29.0,5322.0,2214194.0,638896.0,Normal,Normal
Laurens,IA,3818.4553079999996,6633.949387,53.0,263.0,2876.0,80.0,13255.0,3112811.0,1591141.0,Normal,Normal
Laurens,NY,13795.414869999999,25985.62832,48.0,323.0,3033.0,76.0,13089.0,5461246.0,1571272.0,Normal,Normal
Laurium,MI,5560.151367,9083.099396,44.0,566.0,3645.0,98.0,15023.0,4757488.0,1803386.0,Normal,Normal
Lava Hot Springs,ID,1775.175429,3259.114009,15.0,87.0,1131.0,6.0,831.0,1395453.0,99763.0,Normal,Normal
Lavaca,AR,1043.394432,1821.2921440000002,18.0,119.0,1581.0,0.0,0.0,3355171.0,0.0,Normal,Normal
Laverne,OK,2428.047548,3826.0947950000004,12.0,109.0,1433.0,6.0,906.0,3041439.0,108812.0,Normal,Normal
Lavina,MT,528.9636651999998,1055.416866,4.0,33.0,297.0,0.0,0.0,365937.0,4.0,Normal,Normal
Lavon,TX,9297.092252,12878.19648,18.0,154.0,1831.0,12.0,1834.0,2451252.0,220125.0,Normal,Normal
Lawler,IA,794.1134124,976.4101851,6.0,29.0,313.0,10.0,1638.0,338529.0,196607.0,Normal,Normal
Lawn,TX,408.4797598,480.3872336,4.0,38.0,452.0,3.0,519.0,605297.0,62265.0,Normal,Normal
Lawndale,CA,6221.92,10168.81,42.0,4792.0,37248.0,627.0,73364.0,49875564.0,8806777.0,Very High,High
Lawnside,NJ,32122.10457,50398.72325,49.0,909.0,7534.0,98.0,13105.0,14519650.0,1573105.0,Normal,Normal
Lawrence,IN,6221.92,10168.81,42.0,4149.0,36159.0,47.0,7021.0,61646698.0,842786.0,Very High,Normal
Lawrence,KS,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lawrence,MA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lawrence,MI,3063.240419,4064.539554,34.0,309.0,2634.0,131.0,20149.0,3438461.0,2418749.0,Normal,Normal
Lawrence,NE,1215.441427,1508.610962,9.0,52.0,599.0,0.0,0.0,647807.0,0.0,Normal,Normal
Lawrence,NJ,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Lawrence,PA,6221.92,10168.81,176.0,2269.0,22595.0,828.0,113626.0,43544167.0,13640005.0,High,Very High
Lawrenceburg,IN,35510.392980000004,68362.37911000001,114.0,918.0,8280.0,0.0,24.0,14115798.0,2865.0,Normal,Normal
Lawrenceburg,KY,27346.55443,51200.71765,259.0,2879.0,29222.0,323.0,45423.0,49221451.0,5452733.0,High,High
Lawrenceburg,TN,6221.92,10168.81,334.0,417.0,4199.0,0.0,0.0,6139039.0,0.0,Normal,Normal
Lawrenceville,IL,21565.22794,52423.58098,103.0,2210.0,24819.0,0.0,0.0,25355782.0,0.0,High,Normal
Lawrenceville,NY,260.24581,435.8639858,12.0,107.0,1064.0,37.0,4973.0,2049838.0,597010.0,Normal,Normal
Lawrenceville,PA,260.24581,435.8639858,12.0,107.0,1064.0,37.0,4973.0,2049838.0,597010.0,Normal,Normal
Lawton,IA,1187.978308,2307.043081,13.0,67.0,732.0,22.0,3763.0,791786.0,451665.0,Normal,Normal
